187.77	-47.89	-88.22	-95.78	-110.91	-17.64
188.23	-47.89	-88.22	-95.78	-110.91	-17.64
188.69	-47.89	-88.22	-95.78	-110.91	-17.64
189.15	17.64	-10.08	27.73	-15.12	-70.58
189.61	12.6	27.73	-25.21	-30.25	2.52
190.07	120.99	85.7	10.08	83.18	68.06
190.53	90.74	-2.52	-2.52	68.06	60.49
190.99	-20.16	-110.91	-35.29	-60.49	-27.73
191.45	40.33	-52.93	-93.26	-70.58	-20.16
191.91	27.73	25.21	35.29	40.33	27.73
192.37	0	-90.74	-37.81	-103.34	-7.56
192.83	-32.77	-40.33	-7.56	-37.81	42.85
193.29	55.45	70.58	10.08	-17.64	60.49
193.75	17.64	-32.77	68.06	-17.64	20.16
194.21	-45.37	-37.81	42.85	-45.37	-45.37
194.67	-90.74	-90.74	45.37	-88.22	-88.22
195.13	-2.52	-78.14	-50.41	-110.91	-30.25
195.59	-52.93	-30.25	-22.69	-50.41	-85.7
196.05	-37.81	-55.45	-65.54	-12.6	-113.43
196.51	-93.26	-73.1	-90.74	-45.37	-88.22
196.97	88.22	35.29	50.41	35.29	32.77
197.43	-80.66	55.45	5.04	93.26	-42.85
197.89	-78.14	-80.66	-42.85	-20.16	-45.37
198.34	-57.97	-126.03	-57.97	-65.53	-15.12
198.8	-73.1	-30.25	22.69	-27.73	-35.29
199.26	-95.78	-2.52	-22.69	-42.85	22.69
199.72	-88.22	-22.69	-65.54	-7.56	-118.47
200.18	70.58	93.26	63.01	85.7	37.81
200.64	20.16	93.26	22.69	47.89	7.56
201.1	55.45	60.49	90.74	-7.56	42.85
201.56	80.66	65.54	-22.69	45.37	47.89
202.02	138.63	63.01	32.77	12.6	-7.56
202.48	-57.97	-30.25	-55.45	-95.78	-17.64
202.94	-146.19	-40.33	-98.3	-90.74	-131.07
203.39	-42.85	-105.86	-70.58	-68.06	-25.21
203.85	15.12	42.85	15.12	-2.52	10.08
204.31	42.85	25.21	-17.64	47.89	52.93
204.77	-63.01	12.6	30.25	25.21	-65.53
205.23	-55.45	-50.41	-37.81	-45.37	-30.25
205.69	25.21	85.7	-5.04	17.64	37.81
206.15	-73.1	73.1	-68.06	-98.3	-47.89
206.61	47.89	-45.37	-78.14	5.04	-47.89
207.06	-5.04	10.08	-37.81	-5.04	-55.45
207.52	-161.32	-57.97	-191.56	-113.43	-161.32
207.98	50.41	90.74	40.33	12.6	88.22
208.44	25.21	-20.16	-25.21	-42.85	-63.01
208.9	-27.73	-27.73	-63.01	-37.81	-75.62
209.36	-12.6	15.12	-12.6	-10.08	-55.45
209.81	90.74	133.59	75.62	30.25	163.84
210.27	20.16	90.74	-10.08	-20.16	30.25
210.73	85.7	93.26	-15.12	-42.85	17.64
211.19	143.67	219.29	93.26	-27.73	98.3
211.65	-15.12	-68.06	5.04	-20.16	37.81
212.1	-10.08	-15.12	-35.29	-103.34	-68.06
212.56	-131.07	-83.18	-118.47	-138.63	-80.66
213.02	75.62	184	60.49	85.7	98.3
213.48	-2.52	5.04	15.12	-2.52	83.18
213.94	78.14	50.41	98.3	52.93	17.64
214.39	63.01	73.1	32.77	42.85	15.12
214.85	-27.73	-42.85	42.85	15.12	-7.56
215.31	-5.04	-12.6	-73.1	-35.29	47.89
215.77	63.01	78.14	131.07	0	115.95
216.22	2.52	37.81	7.56	57.97	85.7
216.68	-52.93	88.22	-12.6	-20.16	42.85
217.14	63.01	63.01	52.93	-10.08	57.97
217.6	-65.54	10.08	-158.8	-113.43	-42.85
218.05	30.25	-78.14	-7.56	98.3	73.1
218.51	-141.15	5.04	-88.22	-60.49	-113.43
218.97	-22.69	27.73	63.01	-22.69	17.64
219.43	35.29	17.64	-52.93	-20.16	40.33
219.88	-5.04	110.91	40.33	-2.52	-32.77
220.34	40.33	-2.52	27.73	7.56	83.18
220.8	-5.04	22.69	22.69	-17.64	37.81
221.26	-90.74	-65.54	-27.73	-47.89	-100.82
221.71	32.77	0	27.73	-22.69	35.29
222.17	-98.3	-32.77	-12.6	-70.58	-78.14
222.63	52.93	50.41	12.6	-37.81	30.25
223.08	52.93	65.54	-15.12	17.64	20.16
223.54	-2.52	63.01	-2.52	-55.45	-45.37
224	-55.45	25.21	-27.73	37.81	10.08
224.46	2.52	52.93	27.73	15.12	-32.77
224.91	63.01	0	7.56	42.85	2.52
225.37	70.58	-42.85	-55.45	-35.29	-57.97
225.83	15.12	12.6	-2.52	-15.12	-52.93
226.28	-83.18	15.12	-75.62	-85.7	52.93
226.74	-50.41	15.12	-12.6	-37.81	2.52
227.2	20.16	113.43	68.06	47.89	57.97
227.65	-45.37	32.77	-95.78	20.16	-83.18
228.11	90.74	110.91	30.25	37.81	32.77
228.57	78.14	73.1	126.03	60.49	40.33
229.02	7.56	47.89	70.58	12.6	-37.81
229.48	-60.49	-10.08	-50.41	-90.74	-80.66
229.93	30.25	35.29	32.77	-22.69	0
230.39	50.41	80.66	22.69	73.1	15.12
230.85	5.04	-12.6	-52.93	-7.56	-40.33
231.3	-60.49	-27.73	-108.38	-105.86	-78.14
231.76	-57.97	20.16	-80.66	-136.11	-40.33
232.22	35.29	113.43	78.14	-68.06	52.93
232.67	-128.55	-60.49	-40.33	-15.12	-40.33
233.13	128.55	17.64	17.64	37.81	-40.33
233.58	20.16	25.21	-7.56	42.85	57.97
234.04	-52.93	-47.89	-47.89	-10.08	-32.77
234.5	2.52	15.12	-7.56	-42.85	0
234.95	103.34	57.97	57.97	15.12	57.97
235.41	10.08	30.25	5.04	-20.16	93.26
235.86	-30.25	32.77	-189.04	-120.99	-2.52
236.32	5.04	78.14	-15.12	22.69	-25.21
236.77	90.74	10.08	75.62	5.04	65.54
237.23	40.33	65.53	80.66	5.04	80.66
237.69	55.45	163.84	20.16	-55.45	65.54
238.14	-25.21	57.97	-22.69	-52.93	-80.66
238.6	-32.77	-27.73	-90.74	-88.22	-10.08
239.05	32.77	57.97	30.25	32.77	25.21
239.51	42.85	75.62	52.93	40.33	50.41
239.96	105.86	143.67	70.58	98.3	138.63
240.42	-42.85	-22.69	-60.49	-90.74	10.08
240.87	-17.64	17.64	-73.1	0	30.25
241.33	-27.73	47.89	-80.66	-65.53	-25.21
241.79	32.77	60.49	40.33	63.01	32.77
242.24	45.37	5.04	-2.52	-63.01	12.6
242.7	-63.01	7.56	-35.29	7.56	-37.81
243.15	10.08	120.99	-2.52	55.45	60.49
243.61	10.08	27.73	32.77	22.69	10.08
244.06	-83.18	47.89	-30.25	25.21	35.29
244.52	-22.69	5.04	20.16	-78.14	2.52
244.97	-47.89	12.6	-17.64	-22.69	37.81
245.43	-10.08	32.77	0	15.12	-25.21
245.88	-63.01	-2.52	-45.37	-93.26	-63.01
246.34	80.66	100.82	-12.6	-20.16	27.73
246.79	55.45	95.78	2.52	15.12	-15.12
247.25	-15.12	-12.6	-60.49	20.16	-52.93
247.7	-65.54	-22.69	-93.26	-68.06	-73.1
248.15	-32.77	103.34	20.16	17.64	2.52
248.61	-65.54	-30.25	-17.64	-35.29	-55.45
249.06	-100.82	35.29	37.81	-22.69	45.37
249.52	47.89	148.71	45.37	27.73	146.19
249.97	50.41	75.62	-42.85	-40.33	47.89
250.43	2.52	93.26	10.08	-15.12	5.04
250.88	-60.49	75.62	-70.58	-5.04	10.08
251.34	-63.01	0	-153.76	-98.3	-78.14
251.79	-45.37	-15.12	-45.37	-128.55	-47.89
252.24	-35.29	63.01	-52.93	-20.16	0
252.7	50.41	73.1	65.53	20.16	27.73
253.15	10.08	20.16	27.73	-45.37	-20.16
253.61	70.58	27.73	-12.6	25.21	35.29
254.06	-40.33	20.16	0	15.12	-30.25
254.52	70.58	20.16	7.56	27.73	95.78
254.97	-70.58	75.62	-90.74	-27.73	32.77
255.42	-7.56	100.82	17.64	75.62	22.69
255.88	-50.41	-17.64	-5.04	-70.58	-65.53
256.33	40.33	118.47	7.56	83.18	68.06
256.79	-68.06	-52.93	63.01	-52.93	-60.49
257.24	-88.22	63.01	-55.45	12.6	-80.66
257.69	-85.7	-88.22	-52.93	-42.85	-128.55
258.15	-50.41	50.41	-15.12	10.08	-5.04
258.6	-45.37	15.12	0	35.29	-5.04
259.05	-123.51	-93.26	-75.62	-15.12	-68.06
259.51	-7.56	25.21	15.12	-45.37	0
259.96	50.41	90.74	80.66	85.7	-15.12
260.41	63.01	143.67	70.58	27.73	2.52
260.87	10.08	63.01	-35.29	-27.73	35.29
261.32	52.93	63.01	5.04	-115.95	-65.54
261.77	-25.21	-146.19	-70.58	-57.97	-75.62
262.23	27.73	27.73	-63.01	35.29	-108.38
262.68	7.56	95.78	30.25	-55.45	17.64
263.13	55.45	45.37	-15.12	73.1	57.97
263.59	-2.52	63.01	-52.93	30.25	-32.77
264.04	-110.91	-47.89	-123.51	-178.96	-108.38
264.49	-20.16	68.06	-32.77	-32.77	0
264.95	-10.08	70.58	47.89	-30.25	45.37
265.4	25.21	-10.08	-57.97	5.04	-32.77
265.85	40.33	95.78	7.56	47.89	85.7
266.31	5.04	57.97	5.04	-17.64	-50.41
266.76	78.14	25.21	-25.21	-73.1	88.22
267.21	-65.54	-42.85	-73.1	-17.64	-126.03
267.66	-57.97	-30.25	-128.55	7.56	-63.01
268.12	-30.25	52.93	-10.08	-27.73	-105.86
268.57	-60.49	75.62	-65.53	30.25	57.97
269.02	-45.37	42.85	-27.73	-52.93	-45.37
269.48	73.1	105.86	60.49	105.86	126.03
269.93	103.34	25.21	108.38	52.93	110.91
270.38	27.73	90.74	-5.04	12.6	-60.49
270.83	-15.12	-7.56	-50.41	-30.25	0
271.29	-32.77	45.37	-68.06	32.77	30.25
271.74	32.77	88.22	-45.37	65.53	63.01
272.19	-68.06	60.49	-35.29	30.25	-22.69
272.64	47.89	30.25	-10.08	45.37	2.52
273.1	-85.7	-37.81	-35.29	-95.78	-45.37
273.55	-73.1	70.58	-40.33	45.37	-88.22
274	-32.77	15.12	-42.85	-85.7	-78.14
274.45	-20.16	75.62	-60.49	37.81	7.56
274.9	17.64	32.77	88.22	37.81	17.64
275.36	10.08	12.6	7.56	-57.97	-45.37
275.81	-10.08	-17.64	50.41	83.18	-47.89
276.26	-22.69	-37.81	-32.77	-136.11	-80.66
276.71	-7.56	-83.18	-57.97	-65.53	-47.89
277.16	-50.41	20.16	25.21	-2.52	-37.81
277.62	-10.08	85.7	15.12	-5.04	95.78
278.07	42.85	35.29	25.21	37.81	88.22
278.52	63.01	37.81	-27.73	-7.56	-17.64
278.97	40.33	85.7	30.25	25.21	65.54
279.42	80.66	120.99	50.41	12.6	63.01
279.87	-10.08	-73.1	-68.06	-98.3	-83.18
280.33	2.52	65.53	-68.06	10.08	-25.21
280.78	0	-7.56	-108.38	40.33	-55.45
281.23	25.21	-42.85	-90.74	-32.77	-85.7
281.68	75.62	103.34	115.95	32.77	52.93
282.13	55.45	30.25	30.25	27.73	42.85
282.58	-32.77	-5.04	-45.37	20.16	-47.89
283.04	-7.56	63.01	-47.89	-35.29	2.52
283.49	75.62	115.95	103.34	45.37	22.69
283.94	27.73	37.81	22.69	17.64	-12.6
284.39	-88.22	-78.14	-40.33	-105.86	0
284.84	-35.29	65.54	0	7.56	22.69
285.29	-10.08	-37.81	-37.81	-63.01	-45.37
285.74	57.97	7.56	45.37	27.73	-7.56
286.19	-7.56	65.54	25.21	2.52	-10.08
286.64	-52.93	42.85	-108.38	0	-83.18
287.1	-7.56	63.01	-113.43	60.49	-60.49
287.55	68.06	-10.08	98.3	65.54	25.21
288	90.74	25.21	50.41	60.49	83.18
288.45	-35.29	-35.29	-78.14	-50.41	-42.85
288.9	12.6	52.93	113.43	32.77	-50.41
289.35	65.54	27.73	35.29	55.45	-5.04
289.8	5.04	-83.18	-45.37	-83.18	-5.04
290.25	-25.21	-32.77	-45.37	-5.04	-63.01
290.7	-90.74	-5.04	-95.78	-65.54	-131.07
291.15	-37.81	5.04	5.04	-73.1	-50.41
291.6	-27.73	-5.04	-10.08	-47.89	-80.66
292.05	5.04	42.85	-70.58	-63.01	-78.14
292.5	32.77	-78.14	-65.54	80.66	-20.16
292.95	98.3	123.51	95.78	108.38	90.74
293.4	40.33	-42.85	-65.54	-32.77	12.6
293.85	-50.41	25.21	60.49	-2.52	5.04
294.31	68.06	123.51	83.18	55.45	10.08
294.76	-22.69	-12.6	27.73	-40.33	20.16
295.21	-65.54	-27.73	-57.97	-45.37	27.73
295.66	27.73	35.29	30.25	42.85	70.58
296.11	10.08	-2.52	7.56	55.45	35.29
296.56	-42.85	100.82	40.33	93.26	25.21
297.01	17.64	83.18	-30.25	35.29	2.52
297.46	32.77	37.81	-17.64	42.85	-32.77
297.91	73.1	73.1	17.64	-47.89	-17.64
298.36	70.58	-10.08	95.78	50.41	-5.04
298.81	30.25	100.82	2.52	35.29	20.16
299.26	-32.77	-15.12	-25.21	-12.6	-25.21
299.71	32.77	78.14	15.12	37.81	63.01
300.15	5.04	-7.56	-2.52	32.77	-32.77
300.6	-40.33	40.33	27.73	-2.52	10.08
301.05	2.52	35.29	65.54	-30.25	55.45
301.5	-75.62	2.52	-100.82	-90.74	-98.3
301.95	-40.33	-20.16	-5.04	-131.07	-78.14
302.4	2.52	-10.08	-30.25	-30.25	7.56
302.85	-10.08	42.85	75.62	-30.25	40.33
303.3	10.08	-17.64	-57.97	27.73	-12.6
303.75	27.73	-7.56	-15.12	-35.29	47.89
304.2	110.91	128.55	146.19	35.29	40.33
