190.07	13.291
190.53	14.665
190.99	24.06
191.45	30.017
191.91	24.289
192.37	14.895
192.83	3.666
193.29	-9.395
193.75	-10.999
194.21	-23.144
194.67	-17.645
195.13	-24.977
195.59	-29.102
196.05	-39.413
196.51	-47.662
196.97	-52.245
197.43	-52.015
197.89	-45.37
198.34	-38.725
198.8	-30.247
199.26	-14.436
199.72	-9.854
200.18	-7.791
200.64	-13.977
201.1	-12.603
201.56	-4.583
202.02	8.02
202.48	10.312
202.94	-1.145
203.39	-0.686
203.85	-12.373
204.31	-15.352
204.77	-28.413
205.23	-37.808
205.69	-19.935
206.15	-13.748
206.61	-17.644
207.06	-22.685
207.52	-8.707
207.98	-1.834
208.44	3.665
208.9	23.372
209.36	17.644
209.81	17.185
210.27	19.935
210.73	22.227
211.19	19.706
211.65	29.331
212.1	36.205
212.56	25.435
213.02	23.144
213.48	21.081
213.94	8.249
214.39	4.812
214.85	11.456
215.31	17.414
215.77	13.289
216.22	0.686
216.68	-8.48
217.14	-11
217.6	-8.937
218.05	-4.813
218.51	-10.999
218.97	-19.477
219.43	-11.686
219.88	-26.351
220.34	-15.581
220.8	-13.519
221.26	-0.916
221.71	-3.895
222.17	-6.874
222.63	-0.687
223.08	2.063
223.54	3.895
224	4.583
224.46	-2.979
224.91	7.79
225.37	-1.146
225.83	2.291
226.28	9.624
226.74	15.352
227.2	9.624
227.65	6.645
228.11	4.812
228.57	3.895
229.02	5.958
229.48	5.271
229.93	6.646
230.39	-0.915
230.85	2.522
231.3	-2.749
231.76	-8.248
232.22	-2.52
232.67	4.125
233.13	0.458
233.58	-2.75
234.04	3.207
234.5	16.726
234.95	17.185
235.41	33.912
235.86	19.934
236.32	15.122
236.77	22.913
237.23	26.579
237.69	26.808
238.14	21.996
238.6	23.143
239.05	20.164
239.51	14.894
239.96	15.352
240.42	4.583
240.87	7.791
241.33	11.686
241.79	1.145
242.24	-4.813
242.7	-18.79
243.15	-15.811
243.61	-19.935
244.06	-10.082
244.52	-8.02
244.97	-13.519
245.43	-13.749
245.88	-17.645
246.34	-24.519
246.79	-26.123
247.25	-19.706
247.7	-10.77
248.15	-9.625
248.61	-9.395
249.06	-22.456
249.52	-31.622
249.97	-33.455
250.43	-22.915
250.88	-19.019
251.34	-6.645
251.79	-1.145
252.24	0.917
252.7	-10.082
253.15	-10.998
253.61	-10.082
254.06	-0.687
254.52	-2.75
254.97	-7.562
255.42	-19.935
255.88	-25.435
256.33	-35.975
256.79	-43.537
257.24	-50.641
257.69	-39.642
258.15	-33.226
258.6	-27.727
259.05	-26.582
259.51	-22.686
259.96	-12.145
260.41	-3.667
260.87	5.956
261.32	9.852
261.77	10.997
262.23	9.852
262.68	4.353
263.13	0.916
263.59	3.666
264.04	-0.687
264.49	8.708
264.95	0.229
265.4	-5.728
265.85	-13.519
266.31	-18.789
266.76	-12.831
267.21	-4.353
267.66	5.958
268.12	6.187
268.57	1.146
269.02	-2.291
269.48	-6.415
269.93	-6.645
270.38	2.979
270.83	-2.062
271.29	-3.208
271.74	-2.063
272.19	-10.541
272.64	-18.332
273.1	-19.936
273.55	-19.478
274	-18.562
274.45	-22.228
274.9	-20.624
275.36	-25.894
275.81	-14.207
276.26	-1.834
276.71	4.812
277.16	13.977
277.62	11.457
278.07	10.77
278.52	11.686
278.97	16.041
279.42	23.603
279.87	33.226
280.33	31.164
280.78	26.581
281.23	27.727
281.68	26.582
282.13	11.229
282.58	8.937
283.04	7.792
283.49	13.062
283.94	10.083
284.39	-1.604
284.84	-7.332
285.29	1.835
285.74	10.771
286.19	0.688
286.64	-0.687
287.1	13.291
287.55	16.957
288	15.582
288.45	2.063
288.9	-0.687
289.35	1.604
289.8	2.749
290.25	-0.459
290.7	0.228
291.15	7.103
291.6	1.375
292.05	1.604
292.5	-0.917
292.95	-4.584
293.4	6.186
293.85	10.54
294.31	9.165
294.76	10.311
295.21	10.311
295.66	8.02
296.11	10.77
296.56	18.103
297.01	8.936
297.46	13.978
297.91	20.395
298.36	14.207
298.81	13.52
299.26	10.541
299.71	5.271
300.15	2.521
300.6	-5.041
301.05	-10.541
301.5	-10.77
301.95	2.292
302.4	2.521
302.85	-6.874
303.3	4.584
303.75	2.98
304.2	7.105
304.65	11.229
305.1	6.646
305.55	2.751
306	9.855
306.45	1.376
306.9	-12.831
307.34	-13.06
307.79	-5.269
308.24	-1.145
308.69	0.23
309.14	12.145
309.59	17.415
310.04	19.248
310.49	21.081
310.94	15.353
311.38	24.747
311.83	38.037
312.28	43.078
312.73	43.307
313.18	30.934
313.63	22.226
314.07	8.707
314.52	14.665
314.97	20.165
315.42	24.977
315.87	19.935
316.32	19.019
316.76	8.25
317.21	2.98
317.66	5.959
318.11	5.959
318.56	20.165
319	24.519
319.45	12.833
319.9	19.248
320.35	14.207
320.8	19.249
321.24	22.227
321.69	15.811
322.14	5.499
322.59	3.895
323.03	-3.667
323.48	-19.936
323.93	-20.165
324.38	-33.685
324.82	-42.85
325.27	-41.475
325.72	-40.1
326.16	-46.745
326.61	-40.787
327.06	-36.663
327.51	-35.288
327.95	-28.414
328.4	-27.267
328.85	-34.6
329.29	-14.206
329.74	-11.456
330.19	-10.082
330.63	-6.645
331.08	-7.103
331.53	4.813
331.97	13.978
332.42	21.998
332.87	19.935
333.31	32.08
333.76	40.558
334.21	35.287
334.65	34.829
335.1	39.641
335.55	32.537
335.99	35.286
336.44	13.06
336.88	6.874
337.33	-2.063
337.78	2.52
338.22	-12.375
338.67	-14.436
339.11	-15.353
339.56	-21.311
340.01	-25.435
340.45	-25.435
340.9	-35.288
341.34	-21.311
341.79	-13.978
342.23	-19.706
342.68	-10.998
343.13	1.146
343.57	9.395
344.02	9.395
344.46	14.895
344.91	14.666
345.35	12.145
345.8	19.02
346.24	25.895
346.69	21.083
347.13	31.853
347.58	16.958
348.02	5.73
348.47	-7.79
348.91	-13.289
349.36	-26.122
349.8	-19.018
350.25	-26.58
350.69	-17.185
351.14	-22.455
351.58	-28.643
352.03	-37.351
352.47	-34.143
352.92	-20.853
353.36	-15.124
353.81	-10.999
354.25	1.145
354.69	-5.958
355.14	-0.458
355.58	-9.624
