499.8	0.118	0.083	0.038	0.014	0.008
500.23	0.128	0.085	0.036	0.017	0.009
500.66	0.098	0.086	0.04	0.018	0.012
501.09	0.048	0.083	0.039	0.016	0.01
501.52	0.098	0.083	0.036	0.015	0.007
501.95	0.088	0.08	0.036	0.013	0.008
502.37	0.098	0.085	0.037	0.016	0.01
502.8	0.098	0.083	0.037	0.015	0.01
503.23	0.078	0.081	0.035	0.013	0.007
503.66	0.128	0.085	0.037	0.017	0.011
504.09	0.128	0.087	0.037	0.017	0.007
504.52	0.138	0.084	0.035	0.014	0.006
504.95	0.068	0.088	0.037	0.015	0.011
505.38	0.128	0.084	0.037	0.014	0.007
505.81	0.088	0.088	0.036	0.018	0.011
506.24	0.128	0.083	0.034	0.011	0.006
506.67	0.108	0.084	0.036	0.014	0.007
507.09	0.118	0.087	0.034	0.014	0.009
507.52	0.148	0.088	0.037	0.015	0.011
507.95	0.138	0.085	0.038	0.016	0.007
508.38	0.158	0.084	0.035	0.015	0.008
508.81	0.128	0.085	0.04	0.017	0.009
509.24	0.148	0.086	0.04	0.019	0.012
509.67	0.108	0.085	0.037	0.017	0.009
510.1	0.138	0.083	0.035	0.015	0.006
510.52	0.158	0.087	0.034	0.014	0.008
510.95	0.128	0.086	0.038	0.017	0.007
511.38	0.168	0.086	0.036	0.013	0.007
511.81	0.118	0.088	0.034	0.016	0.01
512.24	0.168	0.088	0.038	0.016	0.009
512.67	0.148	0.084	0.038	0.015	0.007
513.09	0.138	0.084	0.031	0.014	0.007
513.52	0.128	0.088	0.035	0.013	0.004
513.95	0.118	0.085	0.034	0.012	0.004
514.38	0.128	0.087	0.033	0.011	0.006
514.81	0.168	0.086	0.038	0.015	0.008
515.24	0.158	0.083	0.034	0.013	0.004
515.66	0.138	0.088	0.033	0.013	0.004
516.09	0.238	0.088	0.035	0.018	0.008
516.52	0.158	0.088	0.038	0.014	0.008
516.95	0.178	0.088	0.039	0.015	0.01
517.38	0.218	0.093	0.037	0.014	0.009
